epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,2550.54,1.55241,2.69967,1.73239,1.55429,0,0.36257,0.36842,0.28197,0.13753,0.39622,0.39474,0.28687,0.11291,1.96137,4.14616,2.50068,1.79242,0,0.00131593,0.00131593,0.00131593
122,2569.9,1.57969,3.04961,1.56767,1.58733,0,0.43051,0.31579,0.31007,0.15491,0.46639,0.34211,0.30635,0.12598,1.97443,4.15872,2.49741,1.82288,0,0.00130605,0.00130605,0.00130605
123,2590.05,1.48827,2.65273,1.54629,1.48886,0,0.42699,0.34211,0.26075,0.12672,0.46098,0.36842,0.25684,0.1044,2.00276,4.24064,2.56403,1.84667,0,0.00129614,0.00129614,0.00129614
124,2609.81,1.4793,2.69434,1.51451,1.46506,0,0.35573,0.28947,0.22501,0.09451,0.38955,0.31579,0.23556,0.08411,1.99682,4.4344,2.60031,1.86439,0,0.0012862,0.0012862,0.0012862
125,2630.72,1.46376,2.49725,1.50795,1.48846,0,0.35573,0.28947,0.22501,0.09451,0.38955,0.31579,0.23556,0.08411,1.99682,4.4344,2.60031,1.86439,0,0.00127623,0.00127623,0.00127623
126,2650.38,1.45554,2.51593,1.40346,1.44911,0,0.20348,0.34211,0.2011,0.09268,0.3045,0.31117,0.21473,0.08605,1.97226,4.48984,2.64971,1.84599,0,0.00126623,0.00126623,0.00126623
127,2670.46,1.36337,2.35994,1.34207,1.41149,0,0.24229,0.42105,0.24452,0.1163,0.32827,0.31579,0.2711,0.11076,1.91957,4.06647,2.70987,1.7608,0,0.0012562,0.0012562,0.0012562
128,2689.85,1.53066,2.51952,1.55671,1.53163,0,0.3236,0.31477,0.25448,0.12111,0.34929,0.33909,0.27944,0.11629,1.90517,4.0196,2.72772,1.79937,0,0.00124615,0.00124615,0.00124615
129,2709.11,1.44311,2.57279,1.5221,1.46193,0,0.3236,0.31477,0.25448,0.12111,0.34929,0.33909,0.27944,0.11629,1.90517,4.0196,2.72772,1.79937,0,0.00123607,0.00123607,0.00123607
130,2728.28,1.48069,2.56981,1.52234,1.46061,0,0.27049,0.26346,0.22403,0.10526,0.29923,0.28947,0.26527,0.10197,1.98111,3.95641,2.7824,1.89444,0,0.00122596,0.00122596,0.00122596
131,2748.19,1.43875,2.48064,1.41369,1.42462,0,0.24722,0.26316,0.18597,0.08407,0.3307,0.27324,0.24632,0.08685,2.05789,3.95723,2.81464,1.95005,0,0.00121583,0.00121583,0.00121583
132,2767.51,1.47995,2.80469,1.52028,1.49242,0,0.25129,0.28947,0.16425,0.06487,0.29167,0.31579,0.20602,0.0638,2.14491,3.8422,2.90148,2.00061,0,0.00120568,0.00120568,0.00120568
133,2786.71,1.50778,2.64836,1.51464,1.58946,0,0.25129,0.28947,0.16425,0.06487,0.29167,0.31579,0.20602,0.0638,2.14491,3.8422,2.90148,2.00061,0,0.00119551,0.00119551,0.00119551
134,2805.88,1.58887,2.71636,1.52034,1.51562,0,0.39155,0.18421,0.19566,0.07842,0.44929,0.21053,0.23229,0.07605,2.11328,3.75492,2.89877,2.03138,0,0.00118531,0.00118531,0.00118531
135,2825.83,1.46978,2.29008,1.41475,1.49926,0,0.40406,0.21053,0.19073,0.07226,0.44676,0.23684,0.22867,0.06785,2.0537,3.65712,2.83175,2.00267,0,0.0011751,0.0011751,0.0011751
136,2844.44,1.49127,2.39445,1.3928,1.42404,0,0.39738,0.23684,0.21756,0.08161,0.41703,0.23684,0.232,0.06777,1.94831,3.53375,2.7497,1.89904,0,0.00116487,0.00116487,0.00116487
137,2862.81,1.54015,2.57614,1.71015,1.52582,0,0.39738,0.23684,0.21756,0.08161,0.41703,0.23684,0.232,0.06777,1.94831,3.53375,2.7497,1.89904,0,0.00115462,0.00115462,0.00115462
138,2882.58,1.47423,2.48446,1.48309,1.47554,0,0.31014,0.23684,0.21718,0.09135,0.37921,0.26316,0.23077,0.07015,1.92258,3.51065,2.66292,1.87567,0,0.00114436,0.00114436,0.00114436
139,2904.75,1.43904,2.31655,1.37309,1.45543,0,0.28257,0.28947,0.21569,0.08887,0.33394,0.34211,0.26898,0.07186,1.90899,3.59037,2.68463,1.85182,0,0.00113408,0.00113408,0.00113408
140,2929.28,1.45503,2.61881,1.4622,1.49007,0,0.2699,0.34211,0.25691,0.09943,0.44368,0.26316,0.27775,0.07135,1.96711,3.70564,2.7415,1.86383,0,0.00112379,0.00112379,0.00112379
141,2949.19,1.51753,2.73598,1.52549,1.50695,0,0.2699,0.34211,0.25691,0.09943,0.44368,0.26316,0.27775,0.07135,1.96711,3.70564,2.7415,1.86383,0,0.00111348,0.00111348,0.00111348
142,2970.9,1.4405,2.58509,1.59642,1.42537,0,0.26083,0.40869,0.2983,0.12494,0.46173,0.31604,0.34096,0.08697,1.94387,3.68303,2.71907,1.83191,0,0.00110317,0.00110317,0.00110317
143,2991.25,1.51285,2.88399,1.54727,1.56973,0,0.36276,0.42105,0.36097,0.15263,0.36326,0.39474,0.36475,0.1073,1.89029,3.52542,2.5743,1.75236,0,0.00109284,0.00109284,0.00109284
144,3011.5,1.51845,2.46849,1.51032,1.54717,0,0.56986,0.31579,0.39222,0.16988,0.56986,0.31579,0.39867,0.12071,1.87002,3.50277,2.5225,1.74687,0,0.00108251,0.00108251,0.00108251
145,3031.67,1.3954,2.33002,1.38307,1.4684,0,0.56986,0.31579,0.39222,0.16988,0.56986,0.31579,0.39867,0.12071,1.87002,3.50277,2.5225,1.74687,0,0.00107216,0.00107216,0.00107216
146,3052.94,1.38882,2.73031,1.39858,1.46913,0,0.28687,0.44737,0.35053,0.15982,0.31686,0.47368,0.38678,0.11131,1.88183,3.54241,2.42034,1.74467,0,0.00106181,0.00106181,0.00106181
147,3075.44,1.49624,2.4896,1.46404,1.4873,0,0.26537,0.47368,0.27956,0.12608,0.40495,0.36842,0.32487,0.0899,1.96074,3.58618,2.378,1.82565,0,0.00105146,0.00105146,0.00105146
148,3098.68,1.45037,2.50002,1.45531,1.4871,0,0.31504,0.44785,0.28365,0.1139,0.31504,0.44785,0.30627,0.0864,1.98001,3.68527,2.49082,1.83437,0,0.0010411,0.0010411,0.0010411
149,3119.34,1.38517,2.38738,1.31154,1.41319,0,0.31504,0.44785,0.28365,0.1139,0.31504,0.44785,0.30627,0.0864,1.98001,3.68527,2.49082,1.83437,0,0.00103073,0.00103073,0.00103073
150,3138.89,1.47441,2.69424,1.47294,1.45453,0,0.36145,0.47368,0.29232,0.1205,0.36145,0.47368,0.33157,0.09867,2.02127,3.7019,2.49579,1.84863,0,0.00102037,0.00102037,0.00102037
151,3160.08,1.44158,2.72324,1.35577,1.43001,0,0.47313,0.5,0.36089,0.15884,0.44936,0.47368,0.37804,0.11036,1.98055,3.75008,2.48564,1.85668,0,0.00101,0.00101,0.00101
152,3180.61,1.5432,2.81529,1.68296,1.67546,0,0.37309,0.39474,0.26603,0.14243,0.39975,0.42105,0.36016,0.10393,2.00261,3.86129,2.56142,1.84931,0,0.000999633,0.000999633,0.000999633
153,3200.36,1.44889,2.33944,1.40398,1.43696,0,0.37309,0.39474,0.26603,0.14243,0.39975,0.42105,0.36016,0.10393,2.00261,3.86129,2.56142,1.84931,0,0.000989267,0.000989267,0.000989267
154,3219.37,1.40521,2.33778,1.50283,1.43184,0,0.33462,0.31579,0.22683,0.11327,0.4201,0.31579,0.29843,0.0819,2.04183,3.96807,2.72344,1.87103,0,0.000978903,0.000978903,0.000978903
155,3238.64,1.42837,2.44316,1.37855,1.4135,0,0.31242,0.34211,0.20985,0.0884,0.37293,0.28947,0.2724,0.06622,2.11514,4.10218,2.68386,1.90123,0,0.000968543,0.000968543,0.000968543
156,3257.99,1.46497,3.01094,1.47763,1.52451,0,0.29914,0.39474,0.23118,0.09302,0.31887,0.36842,0.25089,0.07722,2.21311,4.03446,2.66881,1.99684,0,0.000958187,0.000958187,0.000958187
157,3284.18,1.46845,2.65618,1.57997,1.54375,0,0.29914,0.39474,0.23118,0.09302,0.31887,0.36842,0.25089,0.07722,2.21311,4.03446,2.66881,1.99684,0,0.000947837,0.000947837,0.000947837
158,3306.46,1.57256,3.35043,1.60975,1.65335,0,0.27987,0.42105,0.24115,0.09252,0.27987,0.42105,0.26288,0.08474,2.24369,3.73862,2.60948,2.05009,0,0.000937494,0.000937494,0.000937494
159,3326.73,1.2505,2.1825,1.21237,1.28902,0,0.2619,0.52632,0.24403,0.09022,0.35245,0.39474,0.24634,0.08627,2.19004,3.614,2.58117,1.98768,0,0.000927159,0.000927159,0.000927159
160,3346.11,1.36778,2.5245,1.31296,1.40342,0,0.31251,0.42105,0.23281,0.08481,0.30836,0.36842,0.23817,0.07187,2.13728,3.6802,2.6095,1.94944,0,0.000916833,0.000916833,0.000916833
161,3368.55,1.34204,2.33118,1.36829,1.36512,0,0.31251,0.42105,0.23281,0.08481,0.30836,0.36842,0.23817,0.07187,2.13728,3.6802,2.6095,1.94944,0,0.000906517,0.000906517,0.000906517
162,3392.06,1.43142,2.39967,1.31805,1.40283,0,0.32233,0.39474,0.24183,0.09158,0.35686,0.36842,0.23997,0.07604,2.12288,3.77535,2.78238,1.92536,0,0.000896212,0.000896212,0.000896212
163,3416.21,1.52997,2.72242,1.4118,1.51111,0,0.30707,0.42105,0.22326,0.09055,0.32848,0.43779,0.24745,0.07676,2.05712,3.81148,3.03046,1.89373,0,0.00088592,0.00088592,0.00088592
164,3439.99,1.41065,2.38352,1.3052,1.40363,0,0.27382,0.44737,0.22303,0.07898,0.27382,0.44737,0.2208,0.06622,2.07485,3.87491,3.37494,1.93075,0,0.000875642,0.000875642,0.000875642
165,3464.02,1.43971,2.42307,1.46035,1.40675,0,0.27382,0.44737,0.22303,0.07898,0.27382,0.44737,0.2208,0.06622,2.07485,3.87491,3.37494,1.93075,0,0.000865378,0.000865378,0.000865378
166,3487.9,1.43784,2.33509,1.23814,1.43452,0,0.32232,0.39474,0.2837,0.10507,0.34502,0.42105,0.3098,0.09272,2.0002,3.86338,3.06602,1.87195,0,0.00085513,0.00085513,0.00085513
167,3510.99,1.31117,2.36543,1.29753,1.35343,0,0.26154,0.41021,0.31791,0.12595,0.4095,0.34211,0.33139,0.10581,1.98209,3.87372,2.81173,1.86389,0,0.000844899,0.000844899,0.000844899
168,3534.97,1.42608,2.64425,1.43534,1.42229,0,0.31975,0.5,0.33619,0.15505,0.51582,0.34211,0.36137,0.11744,1.89848,3.82887,2.6569,1.77444,0,0.000834686,0.000834686,0.000834686
169,3557.54,1.23773,2.28646,1.13009,1.31212,0,0.31975,0.5,0.33619,0.15505,0.51582,0.34211,0.36137,0.11744,1.89848,3.82887,2.6569,1.77444,0,0.000824492,0.000824492,0.000824492
170,3580.74,1.40737,2.54226,1.27378,1.47746,0,0.35617,0.49505,0.36686,0.16917,0.35617,0.49505,0.38345,0.13223,1.84435,3.49231,2.2624,1.67136,0,0.000814319,0.000814319,0.000814319
171,3605.62,1.38016,2.26669,1.2873,1.42903,0,0.35621,0.50973,0.37443,0.17409,0.3746,0.53605,0.41167,0.13205,1.88652,3.46973,2.08746,1.71856,0,0.000804167,0.000804167,0.000804167
172,3628.57,1.35638,2.5682,1.3157,1.46873,0,0.4777,0.44737,0.36395,0.16695,0.4919,0.42105,0.3527,0.12403,1.91212,3.47593,2.10238,1.7396,0,0.000794038,0.000794038,0.000794038
173,3649.8,1.37591,2.43465,1.34942,1.46112,0,0.4777,0.44737,0.36395,0.16695,0.4919,0.42105,0.3527,0.12403,1.91212,3.47593,2.10238,1.7396,0,0.000783933,0.000783933,0.000783933
174,3670.61,1.45692,2.50853,1.41759,1.50254,0,0.37161,0.5,0.34674,0.16165,0.35163,0.47368,0.32244,0.11709,1.91497,3.45406,2.17349,1.7712,0,0.000773852,0.000773852,0.000773852
175,3691.17,1.33066,2.26157,1.24014,1.41565,0,0.49576,0.36842,0.3501,0.15921,0.35739,0.49764,0.32061,0.11642,1.92117,3.46611,2.2374,1.78834,0,0.000763797,0.000763797,0.000763797
176,3711.9,1.36578,2.37126,1.2707,1.39104,0,0.33575,0.39474,0.29581,0.13115,0.41002,0.28947,0.28328,0.11087,1.9106,3.46839,2.28431,1.78831,0,0.000753769,0.000753769,0.000753769
177,3731.57,1.3302,2.40011,1.17355,1.42257,0,0.33575,0.39474,0.29581,0.13115,0.41002,0.28947,0.28328,0.11087,1.9106,3.46839,2.28431,1.78831,0,0.000743769,0.000743769,0.000743769
178,3751.21,1.27859,2.30786,1.27536,1.41849,0,0.28654,0.5,0.27222,0.12403,0.28464,0.5,0.27159,0.10622,1.88478,3.45193,2.29529,1.7727,0,0.000733799,0.000733799,0.000733799
179,3772.17,1.49348,2.45612,1.29799,1.44913,0,0.429,0.31637,0.28568,0.13669,0.43948,0.30967,0.2972,0.12469,1.82036,3.37681,2.29288,1.73278,0,0.000723859,0.000723859,0.000723859
180,3792.4,1.33225,2.38158,1.26988,1.37535,0,0.30381,0.5,0.31612,0.14997,0.454,0.31579,0.31284,0.13257,1.79951,3.37452,2.26488,1.7113,0,0.00071395,0.00071395,0.00071395
181,3812.38,1.34781,2.40989,1.28804,1.36758,0,0.30381,0.5,0.31612,0.14997,0.454,0.31579,0.31284,0.13257,1.79951,3.37452,2.26488,1.7113,0,0.000704073,0.000704073,0.000704073
182,3832.53,1.2636,2.1743,1.17029,1.28667,0,0.37105,0.42105,0.33443,0.16317,0.34786,0.39474,0.32665,0.13942,1.7732,3.39215,2.23869,1.70879,0,0.00069423,0.00069423,0.00069423
183,3851.72,1.30673,2.426,1.32001,1.36501,0,0.45596,0.42105,0.31555,0.16141,0.53478,0.36842,0.35741,0.13787,1.7606,3.41041,2.20957,1.71354,0,0.000684422,0.000684422,0.000684422
184,3871.17,1.27682,2.37026,1.16672,1.3418,0,0.48718,0.39474,0.33032,0.16159,0.58264,0.39474,0.35624,0.13802,1.80201,3.44307,2.20855,1.76205,0,0.000674649,0.000674649,0.000674649
185,3889.71,1.29081,2.29214,1.31123,1.306,0,0.48718,0.39474,0.33032,0.16159,0.58264,0.39474,0.35624,0.13802,1.80201,3.44307,2.20855,1.76205,0,0.000664914,0.000664914,0.000664914
186,3908.46,1.38571,2.43654,1.35988,1.35567,0,0.47672,0.39474,0.32157,0.16276,0.54198,0.39474,0.37132,0.14508,1.85991,3.45184,2.1833,1.85434,0,0.000655216,0.000655216,0.000655216
187,3929.15,1.48865,2.44483,1.40492,1.45985,0,0.46924,0.36842,0.34674,0.18833,0.47812,0.36842,0.35438,0.15374,1.87746,3.46695,2.15332,1.87159,0,0.000645557,0.000645557,0.000645557
188,3952.69,1.50477,2.62838,1.39439,1.50461,0,0.44334,0.44028,0.36339,0.19825,0.45024,0.42105,0.36701,0.15599,1.8483,3.49988,2.15919,1.83043,0,0.000635938,0.000635938,0.000635938
189,3972.59,1.33812,2.0644,1.18321,1.39481,0,0.44334,0.44028,0.36339,0.19825,0.45024,0.42105,0.36701,0.15599,1.8483,3.49988,2.15919,1.83043,0,0.00062636,0.00062636,0.00062636
190,3992.49,1.3308,2.22147,1.17915,1.33508,0,0.41639,0.47368,0.36508,0.18999,0.3977,0.44737,0.36825,0.15269,1.89179,3.54707,2.14077,1.88507,0,0.000616824,0.000616824,0.000616824
191,4012.23,1.31433,2.17695,1.18636,1.38242,0,0.35819,0.55263,0.36238,0.17746,0.36039,0.55263,0.37761,0.14612,1.94529,3.63704,2.13067,1.93291,0,0.000607331,0.000607331,0.000607331
192,4032.32,1.39399,2.49658,1.27644,1.42022,0,0.27411,0.58637,0.31919,0.15814,0.28575,0.61069,0.34117,0.13193,2.00962,3.67675,2.19099,1.99117,0,0.000597882,0.000597882,0.000597882
193,4052.4,1.28727,2.37341,1.15526,1.28302,0,0.27411,0.58637,0.31919,0.15814,0.28575,0.61069,0.34117,0.13193,2.00962,3.67675,2.19099,1.99117,0,0.000588479,0.000588479,0.000588479
194,4072.49,1.36928,2.22208,1.23007,1.43009,0,0.24658,0.47368,0.29659,0.14107,0.37921,0.31579,0.31277,0.11803,2.05055,3.67193,2.22988,2.04431,0,0.000579121,0.000579121,0.000579121
195,4092.31,1.44588,2.62191,1.25656,1.4567,0,0.36349,0.31579,0.27924,0.13299,0.39447,0.34211,0.29528,0.1177,2.09177,3.68165,2.27305,2.06483,0,0.000569811,0.000569811,0.000569811
196,4110.7,1.25752,2.28164,1.23245,1.34125,0,0.37308,0.26633,0.26162,0.12353,0.41256,0.28947,0.29444,0.10854,2.13153,3.68436,2.24826,2.08154,0,0.000560549,0.000560549,0.000560549
197,4129.87,1.42938,2.17276,1.25605,1.38059,0,0.37308,0.26633,0.26162,0.12353,0.41256,0.28947,0.29444,0.10854,2.13153,3.68436,2.24826,2.08154,0,0.000551337,0.000551337,0.000551337
198,4148.49,1.35363,2.32146,1.13551,1.36772,0,0.3602,0.28168,0.26664,0.12813,0.39196,0.30557,0.29185,0.11068,2.08507,3.62011,2.21299,2.00032,0,0.000542175,0.000542175,0.000542175
199,4167.73,1.35949,2.62112,1.3499,1.39762,0,0.33605,0.39474,0.27577,0.12314,0.35197,0.42105,0.30968,0.11021,2.04896,3.5794,2.19015,1.92828,0,0.000533064,0.000533064,0.000533064
200,4188.79,1.24852,2.25092,1.05335,1.3049,0,0.35169,0.39474,0.27869,0.11555,0.35169,0.39474,0.30273,0.09712,1.99623,3.56495,2.19334,1.87906,0,0.000524005,0.000524005,0.000524005
201,4208.27,1.31182,2.33213,1.14031,1.37297,0,0.35169,0.39474,0.27869,0.11555,0.35169,0.39474,0.30273,0.09712,1.99623,3.56495,2.19334,1.87906,0,0.000515,0.000515,0.000515
202,4229.86,1.34651,2.28034,1.27601,1.35725,0,0.34376,0.35856,0.3033,0.12816,0.37273,0.36842,0.32242,0.10635,1.97003,3.53636,2.20858,1.872,0,0.000506049,0.000506049,0.000506049
203,4251.24,1.29485,2.53766,1.59299,1.40617,0,0.29505,0.47368,0.27336,0.13146,0.38483,0.34211,0.32834,0.10675,1.96467,3.58017,2.28395,1.83338,0,0.000497153,0.000497153,0.000497153
204,4273.35,1.29667,2.10543,1.11995,1.33536,0,0.2255,0.39474,0.24011,0.10823,0.37603,0.34211,0.31523,0.08773,1.96741,3.69056,2.37776,1.84624,0,0.000488314,0.000488314,0.000488314
205,4293.45,1.27846,2.18727,1.28785,1.3092,0,0.2255,0.39474,0.24011,0.10823,0.37603,0.34211,0.31523,0.08773,1.96741,3.69056,2.37776,1.84624,0,0.000479531,0.000479531,0.000479531
206,4314.59,1.32842,2.39141,1.16017,1.36866,0,0.28765,0.26316,0.21021,0.09318,0.39706,0.34211,0.29441,0.08336,1.99391,3.77417,2.39314,1.9146,0,0.000470807,0.000470807,0.000470807
207,4337.44,1.43477,2.43216,1.15746,1.41378,0,0.2148,0.39474,0.2246,0.09127,0.36121,0.26316,0.26553,0.0795,2.02388,3.85705,2.40413,1.93469,0,0.000462142,0.000462142,0.000462142
208,4359.41,1.44576,2.23253,1.24335,1.49835,0,0.24805,0.40811,0.23854,0.10677,0.24805,0.40811,0.29094,0.08993,1.97499,3.85247,2.39947,1.90431,0,0.000453537,0.000453537,0.000453537
209,4380.63,1.28376,2.06945,1.09494,1.33954,0,0.24805,0.40811,0.23854,0.10677,0.24805,0.40811,0.29094,0.08993,1.97499,3.85247,2.39947,1.90431,0,0.000444994,0.000444994,0.000444994
210,4401.18,1.32353,2.10751,1.12148,1.37656,0,0.24628,0.44737,0.27074,0.11408,0.38819,0.25073,0.29844,0.09121,1.92629,3.77222,2.36274,1.84003,0,0.000436512,0.000436512,0.000436512
211,4422.57,1.25333,2.14753,1.10508,1.32635,0,0.28217,0.34211,0.27912,0.1121,0.37474,0.28947,0.30121,0.09986,1.89726,3.70316,2.35092,1.82399,0,0.000428093,0.000428093,0.000428093
212,4444.69,1.27343,2.30914,1.14126,1.3972,0,0.35829,0.28947,0.26315,0.11644,0.39341,0.31579,0.28788,0.10391,1.90046,3.65044,2.33362,1.82509,0,0.000419737,0.000419737,0.000419737
213,4467.45,1.39167,2.48476,1.27585,1.3817,0,0.35829,0.28947,0.26315,0.11644,0.39341,0.31579,0.28788,0.10391,1.90046,3.65044,2.33362,1.82509,0,0.000411447,0.000411447,0.000411447
214,4489.92,1.4408,2.32745,1.29147,1.38601,0,0.37363,0.31579,0.25725,0.11287,0.38654,0.31579,0.27739,0.10048,1.923,3.68944,2.35737,1.85806,0,0.000403222,0.000403222,0.000403222
215,4511.47,1.35949,2.41539,1.27707,1.39712,0,0.27458,0.42105,0.25536,0.10889,0.25741,0.39474,0.28188,0.09739,1.97664,3.69579,2.39227,1.93361,0,0.000395064,0.000395064,0.000395064
